,Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
128,128,Single,17,3,9238,Daytime,1,131,Portuguese,1,39,5,3,122.6,1,0,0,1,Female,0,18,0,0,6,7,6,13,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,Graduate
129,129,Single,17,6,9500,Daytime,1,132,Portuguese,1,37,8,9,128,1,0,0,1,Female,0,19,0,0,7,7,7,13.46714286,0,0,8,9,8,15.01111111,0,12.4,0.5,1.79,Graduate
130,130,Single,1,3,9500,Daytime,1,138,Portuguese,19,19,5,8,124.9,1,0,0,1,FEMALE,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.74285714,0,13.9,-0.3,0.79,Dropout
131,131,Single,17,2,9070,Daytime,1,130,Portuguese,37,37,9,9,123.7,1,0,0,1,FEMALE,0,18,0,0,6,6,6,12.33333333,0,0,6,6,6,13,0,7.6,2.6,0.32,Graduate
132,132,Single,1,4,9147,Daytime,1,126,Portuguese,1,19,4,8,120.1,1,0,0,1,FEMALE,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
133,133,Single,17,6,9500,Daytime,1,148,Portuguese,1,19,3,3,131.7,1,0,0,1,Female,0,19,0,0,7,8,5,14,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
134,134,Single,43,1,9238,Daytime,1,130,Portuguese,38,37,9,7,133.2,0,0,0,1,FEMALE,0,20,0,5,9,15,9,11.66666667,0,2,7,8,7,11.71428571,0,7.6,2.6,0.32,Graduate
135,135,Single,1,1,9670,Daytime,1,117,Portuguese,1,38,3,9,109.3,0,0,1,0,FEMALE,1,19,0,0,6,7,5,12,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
136,136,Single,17,1,9670,Daytime,1,120,Portuguese,19,19,5,5,113,1,0,0,1,Female,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
137,137,Single,1,1,9773,Daytime,1,153,Portuguese,1,1,141,175,157.9,0,0,1,1,female,1,18,0,0,6,6,6,14.83333333,0,0,6,6,6,14.83333333,0,8.9,1.4,3.51,Graduate
138,138,Single,1,2,9500,Daytime,1,117,Portuguese,19,1,4,7,112.1,0,0,0,1,FEMALE,1,20,0,0,7,9,5,13.188,0,0,8,9,7,12.89285714,0,11.1,0.6,2.02,Enrolled
139,139,Single,18,1,9500,Daytime,1,178,Portuguese,19,1,4,8,174.7,0,0,0,1,Female,0,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
140,140,Single,1,5,9500,Daytime,1,129,Portuguese,37,37,9,9,128.8,1,0,0,1,Female,0,19,0,0,7,7,6,12.66666667,0,0,7,7,6,12.66666667,0,7.6,2.6,0.32,Graduate
141,141,Single,1,6,9773,Daytime,1,116,Portuguese,19,1,4,4,110.1,1,0,0,1,Female,1,19,0,0,6,8,6,12.66666667,0,0,6,10,5,12,0,12.4,0.5,1.79,Graduate
142,142,Single,51,1,9147,Daytime,1,99,Portuguese,3,1,3,3,99.7,1,0,1,0,FEMALE,0,22,0,0,5,8,0,0,0,0,5,7,0,0,0,8.9,1.4,3.51,Enrolled
143,143,Single,1,3,9238,Daytime,1,135,Portuguese,1,12,9,10,121,1,0,0,1,Female,1,19,0,0,6,7,6,11.33333333,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
144,144,Single,1,3,9500,Daytime,1,141,Portuguese,19,19,9,7,131.7,1,0,0,1,Female,1,19,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate
145,145,Single,17,5,9853,Daytime,1,132,Portuguese,37,38,5,6,119.1,1,0,0,1,Female,1,19,0,0,6,10,5,12,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate
146,146,Single,1,4,9254,Daytime,1,132,Portuguese,12,19,9,9,124.7,1,0,0,1,Female,0,19,0,0,5,10,0,0,0,0,5,10,0,0,0,7.6,,0.32,Dropout
147,147,Single,17,1,9254,Daytime,1,113,Portuguese,1,37,9,10,117.2,1,0,0,1,Female,0,20,0,0,6,8,5,11.2,0,0,6,12,3,11.66666667,0,7.6,2.6,0.32,Dropout
148,148,Single,1,1,9147,Daytime,1,134,Portuguese,3,19,2,10,128.8,0,0,0,1,female,0,18,0,0,5,10,5,13.375,0,0,5,9,5,14.16666667,0,13.9,-0.3,0.79,Graduate
149,149,Single,1,1,9500,Daytime,1,136,Portuguese,1,19,9,9,131.5,0,0,0,1,Female,1,20,0,0,7,8,6,13.86333333,0,0,8,9,7,14.17857143,0,11.1,0.6,2.02,Graduate
150,150,Single,1,1,171,Daytime,1,136,Portuguese,3,37,2,8,121.7,1,0,0,1,Female,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Enrolled
151,151,Single,1,1,9085,Daytime,1,129,Portuguese,1,38,4,7,123.4,0,0,0,1,Female,0,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
152,152,Single,17,1,9853,Daytime,1,138,Portuguese,38,38,7,6,124.7,1,0,0,1,Female,0,18,0,0,6,11,3,12.33333333,0,0,6,10,5,10.83333333,0,9.4,-0.8,-3.12,Enrolled
153,153,Single,1,1,9853,Daytime,1,137,Portuguese,37,37,9,9,132.8,1,0,0,1,female,0,18,0,0,6,7,6,13.33333333,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate
154,154,Single,43,1,9853,Daytime,1,115,Portuguese,3,37,2,5,108.7,1,0,0,1,female,0,21,0,0,6,10,3,12.66666667,0,0,6,12,3,10,0,9.4,-0.8,-3.12,Dropout
155,155,Single,1,1,9853,Daytime,1,129,Portuguese,38,37,6,6,138.1,0,0,0,1,Female,0,19,0,0,6,8,6,12,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout
156,156,Single,1,1,9147,Daytime,1,131,Portuguese,38,38,9,9,126.5,0,0,0,1,Female,1,18,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate
157,157,Single,17,2,9238,Daytime,1,133,Portuguese,1,37,7,9,127.4,1,0,0,1,Female,1,18,0,0,6,8,6,12.25,0,0,6,7,6,11.85714286,0,12.7,3.7,-1.7,Graduate
158,158,Single,1,3,9238,Daytime,1,125,Portuguese,19,1,9,10,123.6,1,0,0,1,FEMALE,0,20,0,0,6,10,4,11,0,0,6,9,6,11.83333333,0,9.4,-0.8,-3.12,Graduate
159,159,Single,39,1,8014,Evening,1,120,Portuguese,1,19,6,8,122,0,0,0,1,Female,1,24,0,0,6,11,5,11,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate
160,160,Single,1,1,9670,Daytime,1,128,Portuguese,19,1,4,1,118.2,0,0,0,1,Female,0,19,0,0,6,6,6,13.16666667,0,0,6,9,6,13,0,10.8,1.4,1.74,Dropout
161,161,Single,1,1,9500,Daytime,1,127,Portuguese,19,37,9,7,123.9,1,0,0,1,female,1,18,0,0,7,9,7,12.85555556,0,0,8,12,7,12.76111111,0,15.5,2.8,-4.06,Graduate
162,162,Single,1,2,9500,Daytime,1,134,Portuguese,19,19,9,9,125.8,1,0,0,1,Female,0,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate
163,163,Single,17,5,9853,Daytime,1,132,Portuguese,12,12,4,4,123.3,1,0,0,1,female,0,21,0,0,6,13,4,11.5,0,0,6,10,3,11,0,10.8,1.4,1.74,Dropout
164,164,Single,17,2,9670,Daytime,1,124,Portuguese,1,19,5,4,124.4,0,0,0,1,Female,0,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
165,165,Single,17,1,9773,Daytime,1,133.1,Portuguese,19,37,7,7,126,0,0,0,1,FEMALE,1,19,0,0,6,6,6,12.5,0,0,6,7,6,13,0,15.5,2.8,-4.06,Graduate
166,166,Widower,39,1,9003,Daytime,1,170,Portuguese,1,37,6,6,170,0,0,1,1,Female,0,47,0,0,1,1,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Enrolled
167,167,Single,17,3,9238,Daytime,1,125,Portuguese,19,19,7,8,121.5,0,0,0,1,Female,0,19,0,0,6,10,5,11.66666667,0,0,6,12,4,11,0,13.9,-0.3,0.79,Graduate
168,168,Single,39,1,9500,Daytime,3,130,Portuguese,2,2,1,1,130,0,0,0,1,Female,0,29,0,1,8,8,7,14.25714286,0,1,8,8,7,14.25714286,0,12.7,3.7,-1.7,Graduate
169,169,Single,43,1,9238,Daytime,1,125,Portuguese,19,19,4,8,117,1,0,0,1,Female,0,21,0,0,6,13,3,12,0,0,6,12,2,11.33333333,0,16.2,0.3,-0.92,Dropout
170,170,Single,39,1,9085,Daytime,1,130,Portuguese,37,19,9,7,130,1,0,0,1,female,0,28,0,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled
171,171,Single,17,2,9556,Daytime,1,133.1,Portuguese,37,37,3,10,108,0,0,0,1,Female,0,20,0,0,7,8,7,12.45714286,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate
172,172,Single,17,1,9500,Daytime,1,131,Portuguese,2,38,4,5,132.3,1,0,0,1,Female,0,19,0,0,7,7,6,11.68333333,0,0,7,7,6,11.68333333,0,7.6,2.6,0.32,Graduate
173,173,Single,42,1,8014,Evening,1,150,Portuguese,19,2,4,6,148,0,0,0,1,female,0,26,0,0,6,10,3,11.66666667,0,0,6,8,5,12,0,9.4,-0.8,-3.12,Graduate
174,174,Single,17,2,9254,Daytime,1,125,Portuguese,37,37,9,8,122.6,1,0,1,0,FEMALE,0,20,0,0,6,8,4,11.75,0,0,6,6,6,13.16666667,0,11.1,0.6,2.02,Dropout
175,175,Single,1,1,9670,Daytime,1,131,Portuguese,37,37,9,9,123,1,0,0,1,Female,1,18,0,0,5,6,3,11.66666667,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled
176,176,Single,39,1,9853,Daytime,1,130,Portuguese,37,19,9,5,102.5,0,0,0,1,female,0,27,0,0,6,9,5,13.2,0,0,6,10,5,12,0,7.6,2.6,0.32,Graduate
177,177,Single,1,2,9500,Daytime,1,123,Portuguese,34,34,90,90,113.3,1,0,0,1,FEMALE,0,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout
178,178,Single,1,5,9853,Daytime,1,141,Portuguese,37,19,9,5,133,1,0,0,1,Female,0,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout
179,179,Single,7,1,9500,Daytime,3,140,Portuguese,1,1,9,5,140,0,0,0,1,Female,0,33,0,2,7,8,6,14.35,0,3,8,10,6,14.58333333,0,16.2,0.3,-0.92,Dropout
180,180,Single,43,1,9853,Daytime,1,140,Portuguese,3,1,3,3,128.3,1,0,0,1,FEMALE,0,35,0,19,21,21,21,12.61904762,0,13,19,19,19,12.78947368,0,12.4,0.5,1.79,Graduate
181,181,Single,44,1,9991,Evening,39,140,Portuguese,37,19,9,8,140,0,0,0,1,FEMALE,1,26,0,2,6,7,6,12.66666667,0,2,6,7,6,13.16666667,1,9.4,-0.8,-3.12,Enrolled
182,182,Single,39,1,9773,Daytime,19,133.1,Portuguese,19,19,3,4,104,0,0,1,0,FEMALE,0,27,0,0,6,6,5,12,0,0,6,6,0,0,0,11.1,0.6,2.02,Dropout
183,183,Single,18,3,9070,Daytime,1,131,Portuguese,1,37,5,5,122.3,1,0,0,0,female,0,19,0,0,6,6,6,12.16666667,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
184,184,Single,17,2,9254,Daytime,1,143,Portuguese,1,19,4,6,135,0,0,0,1,Female,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
185,185,Single,18,2,9147,Daytime,1,132,Portuguese,3,3,5,7,119.1,1,0,1,0,Female,0,20,0,0,5,9,3,10,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,Dropout
186,186,Single,43,1,9238,Daytime,1,143,Portuguese,1,37,5,9,126.6,0,0,1,0,Female,0,21,0,5,10,18,8,11.5,0,0,6,12,4,10,0,9.4,-0.8,-3.12,Enrolled
187,187,Single,17,3,9500,Daytime,1,141,Portuguese,38,1,9,4,129,1,0,0,1,female,1,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate
188,188,Single,39,1,9085,Daytime,1,133.1,Portuguese,1,19,9,9,162.3,1,0,0,1,Female,0,24,0,0,6,10,2,11,0,0,6,6,0,0,0,8.9,1.4,3.51,Dropout
189,189,Single,17,4,9070,Daytime,1,148,Portuguese,1,3,4,1,163.4,1,0,0,1,Female,0,20,0,0,6,7,6,11.5,0,0,6,6,6,12,0,16.2,0.3,-0.92,Graduate
190,190,Single,1,1,9254,Daytime,1,125,Portuguese,19,38,9,8,121.5,0,0,0,1,female,1,21,0,0,6,7,6,12,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate
191,191,Single,1,1,8014,Evening,1,120,Portuguese,1,37,7,3,122.8,0,0,0,1,Female,0,23,0,0,6,13,2,10,0,0,5,12,1,10,0,9.4,-0.8,-3.12,Enrolled
192,192,Single,39,1,9147,Daytime,1,140,Portuguese,12,3,4,3,118,1,0,0,1,Female,0,24,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
193,193,Single,51,1,9853,Daytime,1,139,Portuguese,1,1,4,10,134,0,0,0,1,Female,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
194,194,Single,1,4,9500,Daytime,1,142,Portuguese,38,38,9,8,129.8,1,0,0,1,female,0,18,0,0,8,8,7,12.24285714,0,0,8,8,7,12.24285714,0,12.7,3.7,-1.7,Graduate
195,195,Single,39,1,9991,Evening,40,130,Portuguese,19,1,3,4,152,1,0,0,1,FEMALE,0,27,0,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,Dropout
196,196,Single,18,6,9500,Daytime,1,126,Portuguese,37,37,5,5,122.8,1,0,0,1,FEMALE,0,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,Graduate
197,197,Single,7,1,9119,Daytime,3,150,Portuguese,3,2,2,2,150,0,0,0,1,Female,0,35,0,0,5,0,0,0,0,0,5,0,0,0,0,13.9,-0.3,0.79,Dropout
198,198,Single,1,1,9853,Daytime,1,130,Portuguese,19,19,3,8,131.8,0,0,0,1,female,0,18,0,0,7,9,7,12.57142857,0,0,7,8,7,14.42857143,0,11.1,0.6,2.02,Graduate
199,199,Single,39,1,9500,Daytime,1,120,Portuguese,1,3,175,121,105.9,0,0,0,1,Female,0,35,0,0,3,4,3,11.81666667,0,0,3,3,3,11.33333333,0,11.1,0.6,2.02,Enrolled
200,200,Single,1,1,9085,Daytime,1,138,Portuguese,1,1,4,7,132.1,1,0,0,1,female,0,19,0,0,5,9,4,13.75,0,0,5,13,4,14.33333333,2,10.8,1.4,1.74,Graduate
201,201,Single,1,4,9238,Daytime,1,127,Portuguese,19,19,4,0,127.4,1,0,0,1,female,0,20,0,0,6,8,6,11.16666667,0,0,6,6,6,11.33333333,0,7.6,2.6,0.32,Graduate
202,202,Single,1,4,9500,Daytime,1,140,Portuguese,19,19,7,7,129.5,1,0,0,1,female,0,18,0,0,8,8,7,12.32428571,0,0,8,8,7,12.32428571,0,10.8,1.4,1.74,Graduate
203,203,Single,44,1,9238,Daytime,39,130,Portuguese,38,38,5,10,126.7,0,0,1,1,FEMALE,0,21,0,3,6,6,6,12.16666667,0,2,6,7,6,11.71428571,0,13.9,-0.3,0.79,Graduate
204,204,Single,17,2,9238,Daytime,1,128,Portuguese,19,37,9,8,116.5,0,0,0,1,Female,1,18,0,0,6,11,5,11.14285714,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,Graduate
205,205,Single,1,1,9238,Daytime,1,132,Portuguese,34,34,0,0,119.1,1,0,0,1,female,0,18,0,0,6,9,4,11,0,0,6,9,4,10.75,0,7.6,2.6,0.32,Graduate
206,206,Single,1,2,9500,Daytime,1,149,Portuguese,19,38,9,9,126.5,1,0,0,1,Female,0,18,0,0,8,8,7,12.91428571,0,0,8,8,7,12.91428571,0,12.7,3.7,-1.7,Graduate
207,207,Single,1,4,9773,Daytime,1,155,Portuguese,3,19,1,4,149.8,1,0,0,1,Female,1,18,0,0,6,6,6,13.83333333,0,0,6,6,6,14.16666667,0,16.2,0.3,-0.92,Graduate
208,208,Single,1,1,9085,Daytime,1,120,Portuguese,19,1,8,7,115.1,1,0,0,1,Female,0,19,0,0,6,8,6,13.85714286,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,Graduate
209,209,Single,39,1,9254,Daytime,19,133.1,Portuguese,3,19,2,3,124.5,0,0,0,1,Female,1,36,0,0,6,7,6,13.71428571,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,Dropout
210,210,Single,1,2,9500,Daytime,1,131,Portuguese,38,1,7,4,128.3,1,0,0,1,female,1,18,0,0,8,8,7,12.64285714,0,0,8,8,7,12.64285714,0,12.7,3.7,-1.7,Graduate
211,211,Single,1,1,9500,Daytime,1,149,Portuguese,37,37,9,9,136,0,0,0,1,female,1,18,0,0,7,7,6,12.91666667,0,0,7,7,6,12.91666667,0,7.6,2.6,0.32,Graduate
212,212,Single,43,1,9130,Daytime,1,140,Portuguese,1,3,9,2,140,1,0,0,1,Female,1,20,0,0,6,8,6,15.625,0,0,6,8,6,15.85714286,0,13.9,-0.3,0.79,Graduate
213,213,Single,39,1,9991,Evening,1,133.1,Portuguese,37,37,9,9,126.3,0,0,0,1,Female,1,26,0,0,5,7,0,0,0,0,5,8,0,0,0,16.2,0.3,-0.92,Dropout
214,214,Single,43,1,9773,Daytime,1,122,Portuguese,1,1,4,5,126.9,0,0,0,1,Female,0,21,0,0,6,8,6,11.71428571,0,0,6,7,6,12,0,7.6,2.6,0.32,Graduate
215,215,Single,39,1,9556,Daytime,40,130,Portuguese,1,1,4,5,145,0,0,0,1,female,0,25,0,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,Enrolled
216,216,Single,18,1,9147,Daytime,1,121,Portuguese,19,3,5,5,115.8,1,0,0,1,FEMALE,1,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,Graduate
217,217,Single,39,1,8014,Evening,1,120,Portuguese,19,37,8,7,100,1,0,0,1,FEMALE,0,24,0,0,6,11,1,10,0,0,6,6,0,0,6,9.4,-0.8,-3.12,Dropout
218,218,Single,39,1,8014,Evening,1,133.1,Portuguese,1,19,5,4,102.5,0,0,0,1,Female,1,27,0,0,6,16,1,10,0,0,6,13,0,0,0,8.9,1.4,3.51,Dropout
219,219,Single,17,1,9085,Daytime,1,121,Portuguese,19,37,1,3,131.5,0,0,0,1,female,0,21,0,0,5,10,0,0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,Dropout
220,220,Single,1,1,9147,Daytime,1,133,Portuguese,38,38,7,7,147,0,0,0,1,Female,1,18,0,0,5,7,4,13,0,0,5,8,3,12.33333333,0,9.4,-0.8,-3.12,Graduate
221,221,Married,1,4,9853,Daytime,1,134,Portuguese,37,37,5,7,122.5,0,1,0,1,Female,1,19,0,0,6,6,6,13.33333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate
222,222,Single,1,3,9254,Daytime,1,115,Portuguese,1,1,3,3,117.5,1,0,0,1,Female,0,18,0,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,Dropout
223,223,Single,51,1,9500,Daytime,1,127,Portuguese,19,1,5,9,150,0,0,0,1,Female,1,19,0,0,7,9,5,13.85,0,0,8,9,7,12.19285714,0,11.1,0.6,2.02,Graduate
224,224,Single,18,1,9500,Daytime,1,135,Portuguese,1,38,4,5,127.5,1,0,0,1,Female,1,19,0,0,7,8,6,13.74166667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,Graduate
225,225,Married,7,1,9991,Evening,43,140,Portuguese,40,5,3,3,140,0,0,0,1,Female,0,33,0,2,6,7,6,15.33333333,0,0,5,5,5,15.8,0,11.1,0.6,2.02,Graduate
226,226,Married,7,1,9147,Daytime,3,130,Portuguese,1,4,3,10,130,0,0,0,1,FEMALE,0,45,0,0,5,6,5,11,0,0,5,5,5,13.8,0,12.4,0.5,1.79,Graduate
227,227,Single,1,1,9238,Daytime,1,135,Portuguese,1,1,9,9,133.3,0,0,0,1,Female,1,20,0,0,6,6,6,12,0,0,6,7,6,12.85714286,0,11.1,0.6,2.02,Graduate
228,228,Single,39,2,9670,Daytime,1,140,Portuguese,34,34,0,0,97,1,0,0,1,Female,0,28,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
229,229,Single,43,1,9500,Daytime,1,120,Portuguese,1,1,5,8,112,1,0,0,1,Female,1,19,0,0,8,15,7,11.57142857,0,0,8,15,7,11.57142857,0,12.7,3.7,-1.7,Graduate
230,230,Single,1,2,9254,Daytime,1,140,Portuguese,1,37,4,5,123.6,1,0,0,1,Female,0,18,0,0,6,10,6,12.85714286,0,0,6,6,3,12.66666667,0,12.7,3.7,-1.7,Graduate
231,231,Single,39,1,9254,Daytime,3,133.1,Portuguese,19,19,4,6,130.5,0,0,0,1,female,0,38,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
232,232,Single,1,2,9670,Daytime,1,135,Portuguese,1,3,4,3,133.3,0,0,0,1,female,0,19,0,0,5,5,5,13,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,Graduate
233,233,Single,1,1,9254,Daytime,1,123,Portuguese,1,37,9,9,132.1,0,0,0,1,Female,1,21,0,0,6,9,5,11,0,0,6,8,5,12,0,15.5,2.8,-4.06,Graduate
234,234,Single,1,1,9147,Daytime,1,133.1,Portuguese,37,1,9,10,100,0,0,0,1,female,0,21,0,0,5,12,3,12,0,0,5,12,1,15,3,16.2,0.3,-0.92,Dropout
235,235,Single,1,1,9238,Daytime,1,154,Portuguese,38,37,9,9,140.4,0,0,0,1,female,1,22,0,0,6,6,5,12.6,0,0,6,6,6,13,0,10.8,1.4,1.74,Graduate
236,236,Single,1,1,9853,Daytime,1,148,Portuguese,19,19,5,7,141.7,0,0,0,1,Female,1,18,0,0,6,8,5,13.4,0,0,6,7,6,13.16666667,0,9.4,-0.8,-3.12,Graduate
237,237,Single,17,2,9238,Daytime,1,133,Portuguese,37,37,3,9,119.7,0,1,0,1,FEMALE,1,18,0,0,6,9,6,11.33333333,0,0,6,9,6,11.57142857,0,15.5,2.8,-4.06,Graduate
238,238,Single,1,1,9130,Daytime,1,126,Portuguese,19,1,9,9,122.5,1,0,0,0,Female,0,25,0,0,5,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12,Dropout
239,239,Single,39,1,9085,Daytime,19,133.1,Portuguese,19,19,9,7,140,0,0,1,0,Female,0,24,0,2,6,11,3,11.75,0,1,6,14,3,10.33333333,0,16.2,0.3,-0.92,Dropout
240,240,Single,1,3,9500,Daytime,1,125,Portuguese,3,1,4,4,119.4,1,0,0,1,Female,0,19,0,0,7,10,6,12.47142857,0,0,7,8,7,11.4625,0,12.4,0.5,1.79,Enrolled
241,241,Single,16,1,171,Daytime,1,145,Portuguese,3,3,3,3,155,1,0,0,1,Female,0,24,0,11,17,19,11,12.90909091,0,9,13,15,9,13.55555556,0,12.4,0.5,1.79,Enrolled
242,242,Single,1,2,9147,Daytime,1,118,Portuguese,37,19,5,5,119.1,1,0,0,1,FEMALE,1,20,0,0,5,5,5,11.6,0,0,5,5,5,13.6,0,12.4,0.5,1.79,Graduate
243,243,Single,39,1,9147,Daytime,1,120,Portuguese,37,1,9,1,122.7,0,0,0,0,FEMALE,0,25,0,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,Dropout
244,244,Single,1,1,9147,Daytime,1,127,Portuguese,38,19,9,10,117.9,0,0,0,1,FEMALE,1,20,0,5,10,13,9,12.9,0,4,10,12,10,12.36363636,0,8.9,1.4,3.51,Graduate
245,245,Single,7,1,9500,Daytime,3,130,Portuguese,19,38,5,3,130,0,0,0,1,FEMALE,0,23,0,0,8,8,8,13.22,0,0,8,8,8,13.22,0,9.4,-0.8,-3.12,Graduate
246,246,Single,17,3,9500,Daytime,1,129,Portuguese,19,37,7,6,120,1,0,0,1,female,1,19,0,0,8,8,7,13.15142857,0,0,8,8,7,13.15142857,0,10.8,1.4,1.74,Graduate
247,247,Single,44,1,9003,Daytime,39,130,Portuguese,37,37,9,10,130,0,0,1,0,Female,0,29,0,0,6,13,3,12.75,0,0,6,8,3,11.33333333,0,13.9,-0.3,0.79,Dropout
248,248,Single,1,3,9254,Daytime,1,121,Portuguese,19,37,4,7,116.8,1,0,0,1,Female,0,21,0,0,6,8,6,11.33333333,0,0,6,8,4,12.25,0,11.1,0.6,2.02,Graduate
249,249,Single,1,1,9670,Daytime,1,136,Portuguese,19,1,9,8,123.4,1,0,0,1,Female,1,18,0,0,6,10,6,13.25,0,0,6,13,5,14.14285714,0,11.1,0.6,2.02,Graduate
250,250,Single,1,3,9070,Daytime,1,125,Portuguese,19,38,9,9,125.4,1,0,0,1,female,0,19,0,0,6,7,5,12.4,0,0,6,6,5,12.4,0,9.4,-0.8,-3.12,Enrolled
251,251,Single,1,3,9773,Daytime,1,131,Portuguese,38,37,7,7,127.2,1,0,0,1,Female,1,18,0,0,6,6,6,15,0,0,6,6,6,12.83333333,0,8.9,1.4,3.51,Dropout
252,252,Single,1,1,9085,Daytime,1,122,Portuguese,9,19,90,6,103.4,0,0,0,1,Female,0,19,0,0,5,6,5,14.4,0,0,5,6,5,13,0,7.6,2.6,0.32,Graduate
253,253,Single,1,1,9773,Daytime,1,127,Portuguese,37,37,9,8,123.2,1,0,0,1,FEMALE,0,18,0,0,6,12,1,11,0,0,6,12,0,0,0,9.4,-0.8,-3.12,Enrolled
254,254,Single,17,1,9147,Daytime,1,136,Portuguese,1,1,4,4,124.1,0,0,0,1,Female,0,18,0,0,5,8,5,12.4,0,0,5,6,5,10.8,0,8.9,1.4,3.51,Graduate
255,255,Married,39,1,9556,Daytime,19,133.1,Portuguese,38,37,7,7,99.5,1,0,1,0,FEMALE,1,37,0,0,7,13,1,16,0,0,7,12,0,0,0,8.9,1.4,3.51,Dropout
256,256,Single,17,1,9991,Evening,40,127,Portuguese,37,37,6,6,124.9,0,0,0,1,Female,0,29,0,0,5,10,5,13.57142857,0,0,5,14,5,12.33333333,3,16.2,0.3,-0.92,Graduate
257,257,Single,17,3,9070,Daytime,1,116,Portuguese,37,37,9,9,110.8,0,0,0,1,Female,0,18,0,0,6,6,6,11.83333333,0,0,6,6,6,12.5,0,7.6,2.6,,Enrolled
258,258,Single,1,1,9238,Daytime,1,121,Portuguese,1,1,9,8,118.9,1,0,0,1,Female,1,19,0,0,6,8,5,11.66666667,0,0,6,9,5,12.66666667,0,12.4,0.5,1.79,Graduate
